night indoor mobility,day,uid
0.013353116,135,u12
0.098082433,136,u12
0.173076923,137,u12
0.024003702,139,u12
0.115890377,140,u12
0.0008,141,u12
0.067508883,142,u12
0.02401273,144,u12
0.015488215,145,u12
0.228153892,146,u12
0.036655052,147,u12
0.166666667,148,u12
0.081959585,149,u12
0.064826701,151,u12
0.018488975,86,u07
0,87,u07
0.011651498,88,u07
0,89,u07
0.036146124,90,u07
0.007468037,91,u07
0.004515224,92,u07
0.013513122,93,u07
0.0437298,94,u07
0.019937308,95,u07
0,99,u07
0.001355131,100,u07
0,101,u07
0.015241647,102,u07
0,103,u07
0.056486613,104,u07
0,105,u07
0.033687773,106,u07
0.003551897,107,u07
0,108,u07
0.004271642,109,u07
0,110,u07
0,111,u07
0,112,u07
0.023202625,113,u07
0,114,u07
0.000666647,115,u07
0,116,u07
0,117,u07
0.013051136,118,u07
0.021611743,119,u07
0.026018001,120,u07
0.000172364,121,u07
0,122,u07
0,123,u07
0,124,u07
0.024492602,125,u07
0,126,u07
0.001612553,127,u07
0.036392206,128,u07
0,130,u07
0,131,u07
0.051112196,132,u07
0.001699442,133,u07
0.00218845,134,u07
0.012319982,88,u52
0.015146814,89,u52
0.009105845,91,u52
0.011612121,92,u52
1.73667926,93,u52
1.828309994,94,u52
0.006216293,95,u52
0,97,u52
0,98,u52
0.011273322,99,u52
0,100,u52
0.020874326,101,u52
0.001082912,102,u52
0.000773994,103,u52
0,104,u52
0.000145391,105,u52
0,106,u52
0.013079923,107,u52
0,108,u52
0,109,u52
0,110,u52
0,111,u52
0,112,u52
0.008664628,113,u52
0,114,u52
0,115,u52
0,116,u52
0.00764862,117,u52
0,118,u52
0,119,u52
0.009116906,120,u52
0.044518272,121,u52
0.006708139,122,u52
0,123,u52
0.008296507,124,u52
0,125,u52
0,126,u52
0.013028656,127,u52
0,128,u52
0.012627542,129,u52
0,130,u52
0.015382336,131,u52
0,132,u52
0.009288381,133,u52
0.004695512,134,u52
0,135,u52
0.021231979,136,u52
0,137,u52
0.010542698,138,u52
0,139,u52
0.008384952,140,u52
0,141,u52
0,142,u52
2,143,u52
2,144,u52
2,145,u52
2,146,u52
0,148,u52
0.036033285,149,u52
0,150,u52
0.007485437,151,u52
0.007840063,86,u22
0,87,u22
0.00597593,88,u22
0,89,u22
0.005237519,90,u22
0.026257329,91,u22
0,92,u22
0.01691475,93,u22
0,94,u22
0,95,u22
0.010256711,96,u22
0.047279733,97,u22
0.00864933,98,u22
0.005672117,99,u22
0.010884052,100,u22
0.003655202,101,u22
0.005940104,102,u22
0.012716555,103,u22
0.025432379,104,u22
0,105,u22
0,106,u22
0,107,u22
0,108,u22
0.009973311,109,u22
0.021823148,110,u22
0,111,u22
0,112,u22
0,113,u22
0,114,u22
7.47E-05,115,u22
0,124,u22
0.004858643,126,u22
0,127,u22
0.006330749,128,u22
0.010822511,129,u22
0.00023724,130,u22
0.051110167,131,u22
0.002297907,132,u22
0,133,u22
0.008970219,134,u22
0.012266719,135,u22
6.24E-05,136,u22
0,137,u22
0.013364466,138,u22
0,140,u22
0,141,u22
0.001873829,142,u22
0,143,u22
0.000187348,144,u22
0.00995768,145,u22
0.007783447,147,u22
0.005635882,148,u22
0,149,u22
0.009517163,150,u22
0.000240587,151,u22
0.045350292,92,u43
0.073876618,93,u43
0.046184377,94,u43
1,95,u43
0.200638638,98,u43
0.157600865,99,u43
0.03989844,100,u43
0.118648612,101,u43
0.118731802,102,u43
0,103,u43
0,104,u43
0.072043663,105,u43
0.002104922,106,u43
1.196428571,107,u43
0.130963517,108,u43
0.031085991,109,u43
0.14695094,110,u43
0.011781364,111,u43
0,112,u43
0.017629273,113,u43
0,114,u43
0.080640993,115,u43
0.044949581,116,u43
0.353049515,117,u43
0.004230164,119,u43
0.08210774,120,u43
0.001144902,121,u43
0.004162837,122,u43
0,123,u43
0,124,u43
0,125,u43
0,126,u43
0,127,u43
0.004206298,128,u43
0,129,u43
0,130,u43
0.004877532,133,u43
0.002894161,134,u43
0,136,u43
0,140,u43
0.001890634,141,u43
0,144,u43
0,145,u43
0.020209311,147,u43
0.007265226,148,u43
0.020677011,149,u43
0,91,u42
0.000346005,92,u42
0.025428675,93,u42
0.002420109,95,u42
0,96,u42
0,97,u42
0.017578125,98,u42
0.032296749,99,u42
0.090071648,100,u42
0.000777605,101,u42
0.251851852,102,u42
0.008060453,105,u42
1.988372093,106,u42
0.086675888,107,u42
0,108,u42
0.058823529,109,u42
0,111,u42
1.521428571,112,u42
0,114,u42
0.011891407,116,u42
0.315159574,119,u42
0.255863539,121,u42
1.728813559,126,u42
0.072402044,127,u42
1.91006424,128,u42
0,134,u42
0.93148688,135,u42
0,138,u42
0,86,u41
0,88,u41
0,89,u41
0,90,u41
0.008794842,91,u41
0.001042337,92,u41
0,94,u41
0.003950034,95,u41
0,96,u41
0.005714286,97,u41
0,99,u41
0.000645807,100,u41
0,101,u41
0.004841052,102,u41
0,103,u41
0,104,u41
0.004344418,105,u41
0.005230386,106,u41
0,110,u41
0,111,u41
0.015945828,112,u41
0.008488712,113,u41
0,114,u41
0.014723692,115,u41
0.00375535,116,u41
0,117,u41
0.007460796,118,u41
0.006216428,119,u41
0,120,u41
0.006859194,121,u41
0.05299987,128,u41
0,129,u41
0,132,u41
0.011833554,133,u41
0,134,u41
0,135,u41
0,136,u41
0.015928578,141,u41
0,142,u41
0.001474415,146,u41
0,147,u41
0.017392268,148,u41
0.056255829,149,u41
0.00395599,86,u02
0.005782961,87,u02
0.008477639,88,u02
0,89,u02
0.00022423,90,u02
0.005970246,91,u02
0,92,u02
0.003706449,93,u02
0,94,u02
0.010044978,95,u02
0.112586021,96,u02
0.009249905,97,u02
0.014955263,98,u02
0.00693587,99,u02
0,100,u02
0,101,u02
0,102,u02
0.007275422,103,u02
0.006608222,104,u02
0,105,u02
0.000322051,106,u02
0.002472103,107,u02
0.000201147,108,u02
0.005809155,109,u02
0,110,u02
0.00018352,111,u02
0.003264095,112,u02
0.006800629,113,u02
0,114,u02
0.010638298,115,u02
0.003448644,116,u02
0,117,u02
0.131403118,118,u02
0.008449618,119,u02
0.000318969,120,u02
0.007642118,121,u02
0.000273121,122,u02
6.46E-05,123,u02
0.026058944,124,u02
0.017613664,125,u02
0.025675952,126,u02
0.009041342,127,u02
6.35E-05,128,u02
0.007309791,129,u02
0.008855397,130,u02
0.006307297,131,u02
0.034840478,132,u02
0.01019621,133,u02
0,134,u02
0.005528067,135,u02
0.006900077,136,u02
0.000410483,137,u02
0.041648619,138,u02
0.037115378,139,u02
0,140,u02
0.016008538,141,u02
0,142,u02
0,143,u02
0.011799005,144,u02
0,145,u02
0.000269088,146,u02
0.000322685,147,u02
0.027703392,148,u02
0.007678479,149,u02
0.013326309,150,u02
0.013764271,151,u02
0.003142241,86,u16
0.020494493,87,u16
0.009743507,88,u16
0.002332973,89,u16
0,90,u16
0.016315102,91,u16
0,92,u16
0.012177947,93,u16
0,94,u16
0.037346221,95,u16
0,96,u16
0,97,u16
0.007480379,98,u16
0.014754159,100,u16
0.002806958,102,u16
0,103,u16
0,104,u16
0.01268314,105,u16
0,106,u16
0.015395431,107,u16
0.003352402,108,u16
0.014868323,109,u16
0.005639736,110,u16
0.007913644,111,u16
0.012280509,112,u16
0.002479232,113,u16
0,114,u16
0.009606814,115,u16
0.000162729,116,u16
0,117,u16
0,118,u16
0.001709402,119,u16
0.00113221,120,u16
0.007073075,121,u16
0.000899331,122,u16
0.013120937,123,u16
0,124,u16
0,125,u16
0.013049284,126,u16
0.001313485,127,u16
0.007683759,128,u16
0.000294898,129,u16
0.001290369,130,u16
0,131,u16
0.019900498,132,u16
0,133,u16
0,134,u16
0.006165145,135,u16
0,136,u16
0,137,u16
0,138,u16
0,139,u16
0.007036611,140,u16
0.011200279,141,u16
0,142,u16
0.005415837,143,u16
0,144,u16
0,145,u16
0.000953172,146,u16
0,147,u16
0,148,u16
0.002407567,149,u16
0.009866144,88,u47
0.001420243,89,u47
0.037262208,91,u47
0.007916166,94,u47
0.021236796,95,u47
0.039965398,101,u47
0.006846044,105,u47
0.003143614,106,u47
0.002666248,107,u47
0.035803845,108,u47
0,109,u47
0,110,u47
0.003710303,112,u47
0.008107311,113,u47
0.000479871,118,u47
0.033113474,120,u47
0.016335227,123,u47
0.346655448,124,u47
0.00014397,125,u47
0.000597282,126,u47
0.187170475,132,u47
0.000179965,138,u47
0.036894345,139,u47
0,140,u47
0.01339441,141,u47
0.000435081,142,u47
0.00807373,143,u47
0.371584699,145,u47
0.005297002,146,u47
0.019884982,147,u47
0.023919161,148,u47
0.016419198,149,u47
0,86,u05
0.000172837,87,u05
0.017004539,88,u05
0.011864466,89,u05
0,91,u05
0.014227834,92,u05
0.008684453,93,u05
0.007817198,94,u05
0,95,u05
0,96,u05
0.003526722,97,u05
0.00301308,98,u05
0.004089561,99,u05
0.004872866,100,u05
0.016934771,101,u05
0.009296197,102,u05
0,103,u05
0,104,u05
0.02002064,105,u05
0,106,u05
0,107,u05
0,108,u05
0,109,u05
0,110,u05
0,111,u05
0.006102837,112,u05
0,113,u05
0.014803849,114,u05
0.004297138,115,u05
0.028391407,116,u05
0,117,u05
0,118,u05
0.015255758,119,u05
0.011421713,120,u05
0.009128599,121,u05
0,122,u05
0.007518797,123,u05
0,124,u05
0,125,u05
0.02047137,126,u05
0.002679064,127,u05
0.077918171,128,u05
0.030598889,129,u05
0.010793573,130,u05
0,131,u05
0,132,u05
0.018711177,133,u05
0.008930292,134,u05
0.000610325,135,u05
0,136,u05
0,137,u05
0,139,u05
0,140,u05
0.0026069,142,u05
0.00831978,143,u05
0,145,u05
0.023395623,147,u05
0.015477052,149,u05
0.01158185,92,u45
1,93,u45
0,94,u45
0.015953363,95,u45
1,96,u45
0.1344,98,u45
0.001173484,99,u45
0.652173913,102,u45
0.005274679,104,u45
0.011549859,105,u45
0,106,u45
0.000684295,108,u45
0.000931075,112,u45
0.002315458,118,u45
0.001691445,119,u45
0,120,u45
0.000803465,121,u45
0.001099728,125,u45
0.006917612,126,u45
0.215862069,127,u45
0.005323128,128,u45
0.103846154,130,u45
0,132,u45
0.041605109,133,u45
0,134,u45
0,135,u45
0,141,u45
0.01057424,145,u45
0,146,u45
0.129719264,147,u45
0.003876408,148,u45
1,149,u45
0.00520511,86,u17
0,87,u17
0,88,u17
0,89,u17
0,90,u17
0,91,u17
0.007840088,92,u17
0.01040029,93,u17
0.007463631,94,u17
0.004900896,95,u17
0,96,u17
0,97,u17
0.016101208,98,u17
0,99,u17
0.007327977,100,u17
0.010182982,101,u17
0.016544046,102,u17
0,103,u17
0,104,u17
0.005242561,105,u17
0.014339971,106,u17
0.004678051,107,u17
7.71E-05,108,u17
0.004140008,109,u17
0,110,u17
0.000254768,111,u17
0,112,u17
0.008243544,113,u17
0,114,u17
0.003074558,115,u17
0.017302064,116,u17
0,117,u17
0,118,u17
0,119,u17
0.000259412,120,u17
0.036453777,121,u17
0,122,u17
0.014639012,123,u17
0,124,u17
0,125,u17
0.004399501,126,u17
0.007026299,127,u17
0.015445447,128,u17
0,129,u17
0.019530174,131,u17
0,132,u17
0.004314122,133,u17
0,134,u17
0,135,u17
0,136,u17
0.002285218,137,u17
0,138,u17
0,139,u17
0,140,u17
0.012034086,141,u17
0,142,u17
0.018886649,143,u17
0.006171429,144,u17
0,145,u17
0,146,u17
0,147,u17
0.030743637,148,u17
0.000177658,149,u17
0,150,u17
0,151,u17
0.011881188,88,u49
0,89,u49
0.009520309,90,u49
0.014836347,91,u49
0.009600062,92,u49
0.023410146,93,u49
0.025429246,94,u49
0.000521563,95,u49
0,96,u49
0.000254272,97,u49
0.021274127,98,u49
0.007216361,99,u49
0.027846087,100,u49
0.02041164,101,u49
0.028462998,102,u49
0.014190212,103,u49
0,104,u49
0.023411371,105,u49
0.00848983,106,u49
0.00685757,107,u49
0.000289195,108,u49
0.00114605,109,u49
0.013506661,110,u49
0.022178615,111,u49
0.012892341,112,u49
0.029204212,113,u49
0.025790321,114,u49
0.004641586,115,u49
0.001815379,116,u49
0.005053557,117,u49
0.02946069,118,u49
0.013814433,119,u49
0.023473449,120,u49
0.079199571,121,u49
0.096203704,122,u49
0.255468312,123,u49
0.024563672,125,u49
0.025877745,126,u49
0.058810545,127,u49
0,128,u49
0.007204421,133,u49
0.026246211,134,u49
0.015409595,135,u49
0.015195112,136,u49
0.024367061,137,u49
0,138,u49
0.048882744,139,u49
0.013291178,140,u49
0.00795618,141,u49
0.005414837,142,u49
0.027992651,143,u49
0.01031822,144,u49
0.002344304,145,u49
0.003182461,146,u49
0.024484624,147,u49
0.005195305,148,u49
0.049982413,149,u49
0.006325066,150,u49
0.014530812,151,u49
0.016990204,86,u09
0.007923407,87,u09
0.001806299,88,u09
0.025024769,89,u09
0.4,90,u09
0.965635739,91,u09
0.016053141,92,u09
0.004324862,93,u09
0.030174341,94,u09
0.005915638,95,u09
0.014737972,96,u09
0.000106921,97,u09
0.017674344,98,u09
0.013960611,99,u09
0.008704655,100,u09
0.010805184,101,u09
0.009313596,102,u09
0.017122643,103,u09
0.015008798,104,u09
0.123540856,105,u09
0.008281874,106,u09
0.000229894,107,u09
0.001146789,108,u09
0.021782881,109,u09
0.115975324,110,u09
0.105487632,111,u09
0.018823099,112,u09
0.010759919,113,u09
0.004610581,114,u09
0.019517437,115,u09
0.001366249,116,u09
0,117,u09
0.038845144,118,u09
0.011997748,119,u09
0.018332856,120,u09
0.014640639,121,u09
0.022811125,122,u09
0,123,u09
0.017880833,124,u09
0,125,u09
0.01906368,126,u09
0.004139957,127,u09
0.020565299,128,u09
0.00228795,129,u09
0.023557904,130,u09
0.000481278,131,u09
0.034052099,132,u09
0.074316429,133,u09
0.00211294,134,u09
0.008819733,135,u09
0.013133513,136,u09
0.012351727,137,u09
0.012433986,138,u09
0.000503661,139,u09
0.003692348,140,u09
0.112948628,141,u09
0.003439323,142,u09
0.00571912,143,u09
0.042096722,144,u09
0.060114504,145,u09
0.049467222,146,u09
0.030183856,147,u09
0.022618369,148,u09
0.029039392,149,u09
0,150,u09
0.009390913,151,u09
0,86,u32
0.216665326,87,u32
0.015961295,88,u32
0.050900374,89,u32
0.070083401,90,u32
0.04670994,91,u32
0,92,u32
0.011534899,93,u32
0.000255689,94,u32
0.000236397,95,u32
0.005858306,96,u32
0.013401225,97,u32
0.00877755,98,u32
0.01692411,99,u32
0.006576659,100,u32
0.123854424,101,u32
0.024571798,102,u32
0.013490725,103,u32
0.047149004,108,u32
0.002302431,109,u32
0,110,u32
0.000258975,111,u32
0.013161324,112,u32
0.442862792,113,u32
0.252354049,114,u32
0.157255805,115,u32
0.002692171,116,u32
0,117,u32
0.013611903,118,u32
0.022764087,119,u32
0,120,u32
0.006980519,121,u32
0.500846024,122,u32
0.011981876,123,u32
0,124,u32
0.002619156,126,u32
0.082902233,127,u32
0.001602931,128,u32
0,129,u32
0.006723696,130,u32
0,131,u32
0,133,u32
0,134,u32
0,135,u32
0,136,u32
0,137,u32
0,139,u32
0,140,u32
0.016422706,141,u32
0.067712883,142,u32
0.02004807,143,u32
0,144,u32
0.054009941,145,u32
0.011219281,146,u32
0.2535,147,u32
0.050391937,148,u32
0.078370403,149,u32
0.009855189,150,u32
0,151,u32
0,86,u36
0.021265497,88,u36
0.017499287,89,u36
0.006700989,90,u36
0.032022726,91,u36
0.110712779,93,u36
0.000139931,94,u36
0.099272349,97,u36
0.001455251,98,u36
1.256544503,99,u36
0,100,u36
0.618117229,101,u36
0.036108873,102,u36
0.014717838,103,u36
0,104,u36
0.008024637,105,u36
0,106,u36
0.051592411,107,u36
0.019156985,108,u36
0.193567067,109,u36
0.000151888,110,u36
0.130617978,112,u36
0.005020326,113,u36
0.088181289,114,u36
0.58674189,116,u36
0.048365863,117,u36
0.144355644,118,u36
0.03740425,119,u36
0,120,u36
0.026139082,121,u36
0.022809227,122,u36
0.353246753,123,u36
0.739039039,124,u36
0,125,u36
0.37278481,126,u36
0.179398148,127,u36
1.298651252,128,u36
0.116058394,130,u36
0.173004622,132,u36
0.003367682,133,u36
0.045974434,135,u36
0.011480195,136,u36
0.068895242,137,u36
0,138,u36
0.029305856,140,u36
0.01551379,142,u36
0.000433326,143,u36
0.048373139,144,u36
0.083333333,147,u36
0,148,u36
0.071411512,149,u36
0.037280702,151,u36
0.000986797,86,u04
0.00789177,87,u04
0.038364627,88,u04
0.051440408,89,u04
0.028435233,90,u04
0.059384052,91,u04
0.02547444,92,u04
0.021207658,93,u04
0.056678234,94,u04
0.026625809,95,u04
0.057417016,96,u04
0.012576113,97,u04
0.013898008,98,u04
0.064368845,99,u04
0.020950724,100,u04
0.067937538,101,u04
0.006641298,102,u04
0.056135484,103,u04
0.00423043,104,u04
0.024517218,105,u04
0.001343835,106,u04
0.051507335,107,u04
0.103629619,108,u04
0.111494877,109,u04
0.2173685,110,u04
0.005729291,111,u04
0.011771368,112,u04
0.005810398,113,u04
0.095853044,114,u04
0.016303471,115,u04
0.015133999,116,u04
0.011733192,117,u04
0.029007908,118,u04
0.03024035,119,u04
0.025709346,120,u04
0.025052324,121,u04
0.033264618,122,u04
0.017265553,123,u04
0.035049213,125,u04
0.020832543,126,u04
0.047237238,127,u04
0.012544729,128,u04
0.017805151,129,u04
0.010976827,130,u04
0.078900609,131,u04
0.035239123,132,u04
0.028548322,133,u04
0.024553247,134,u04
0.038181482,135,u04
0.013377679,136,u04
0.072276947,137,u04
0.080714438,138,u04
0.029520295,139,u04
0.007834557,140,u04
0.007501421,141,u04
0.001672787,142,u04
0.008409426,86,u58
0,87,u58
0.014653668,88,u58
0,89,u58
0,90,u58
0.006315723,91,u58
0,92,u58
0.00912225,93,u58
0.177387185,94,u58
0.009770669,95,u58
0,96,u58
0.008020439,97,u58
0.010197189,98,u58
0,99,u58
0.004283761,100,u58
0,101,u58
0.013783702,102,u58
0.00620355,103,u58
0,104,u58
0.003872054,105,u58
0.006375167,106,u58
0.005886262,107,u58
0,108,u58
0.061512216,109,u58
0,110,u58
0,111,u58
0.013506446,112,u58
0.000242255,113,u58
0,114,u58
0.005627837,115,u58
0.019585844,116,u58
0,117,u58
0.000396983,118,u58
0.009061619,119,u58
0,120,u58
0.000831145,121,u58
0,122,u58
0.004420979,123,u58
0.00036208,124,u58
0.007571291,126,u58
0,127,u58
0.030994023,128,u58
0.042297142,129,u58
0.010651923,130,u58
0,131,u58
0,132,u58
0.007496679,133,u58
0,134,u58
0,135,u58
0,136,u58
0,137,u58
0.002447333,138,u58
0.000269074,139,u58
0,140,u58
0.002038169,141,u58
0,142,u58
0.006619752,143,u58
0,144,u58
0,145,u58
0,146,u58
0,147,u58
0,148,u58
0.019161965,149,u58
0.049242068,86,u59
0.017753474,87,u59
0.031399118,88,u59
0.109498487,89,u59
0.015986678,90,u59
0.027666857,91,u59
0.040899796,92,u59
0.103531568,93,u59
0.088256747,94,u59
0.014135245,95,u59
0.032699168,96,u59
0.006542882,97,u59
0.136922909,98,u59
0.062496308,99,u59
0.007332775,100,u59
0.140304013,102,u59
0.092515762,103,u59
0.024403455,104,u59
0.115568621,105,u59
0.420542636,106,u59
0.094271232,107,u59
0.051660632,108,u59
0.059757651,109,u59
0.221926443,110,u59
0.012383798,111,u59
0.02900019,112,u59
0.049519027,113,u59
0.000302847,114,u59
0.063968552,115,u59
0.053970748,116,u59
0.073441478,117,u59
0.018488713,118,u59
0.027351045,119,u59
0.035488865,120,u59
0,121,u59
0.090634243,122,u59
0.038698011,123,u59
0.006201132,124,u59
0.000784473,125,u59
0.037329873,126,u59
0.02230518,127,u59
0.011751491,128,u59
0.058451963,129,u59
0.033330224,130,u59
0.261777778,131,u59
0.039034776,132,u59
0.073563218,133,u59
0.087705282,134,u59
0.009822929,135,u59
0.024016575,136,u59
0.025233482,137,u59
0.45948647,138,u59
0.18367662,139,u59
0.052850268,140,u59
0.026320326,141,u59
0,142,u59
0.010699457,144,u59
0,145,u59
0.01846093,146,u59
0.014143047,147,u59
0.042835319,148,u59
0.021514229,149,u59
0.033972668,150,u59
0.021244052,151,u59
0.010271061,86,u15
0.045310331,87,u15
0.022395792,88,u15
0.014240305,89,u15
0.024344072,91,u15
0,92,u15
0.001200044,93,u15
0.02173913,94,u15
0.002385807,95,u15
0.003630984,96,u15
0.00218844,98,u15
0.005549117,99,u15
0.012870068,100,u15
0.002467232,103,u15
0,104,u15
0.022775278,105,u15
0,106,u15
0,107,u15
0.649668536,111,u15
0,112,u15
0.003745457,113,u15
0.012684331,119,u15
0.010825919,120,u15
0,126,u15
0,127,u15
0,128,u15
0.020382696,133,u15
0.007166667,134,u15
0.008258317,135,u15
0,136,u15
0.016314338,148,u15
0,149,u15
0.00722707,87,u33
0.003538431,88,u33
0.000352034,89,u33
0.006001776,90,u33
0.005793241,91,u33
0,92,u33
0.012744937,93,u33
0.009030183,94,u33
0.021018516,95,u33
0,96,u33
5.95E-05,97,u33
0.024344265,98,u33
0,99,u33
0.000845692,100,u33
0,101,u33
0.000293399,102,u33
0.006583555,103,u33
0.000860956,104,u33
0.005019793,105,u33
0.022953171,106,u33
0.00965034,107,u33
0.001550439,108,u33
0.000567072,109,u33
0.001239022,110,u33
0.016294435,111,u33
0.006080233,112,u33
0.004163036,113,u33
0.03248093,114,u33
0.007740702,115,u33
0.00718018,116,u33
0.005940723,117,u33
0.000290135,118,u33
0.001238067,119,u33
0.000242689,120,u33
0.023971731,121,u33
0.000820829,122,u33
0,123,u33
0.013461864,124,u33
0,125,u33
0.038504722,126,u33
0,127,u33
0.067514138,128,u33
0.000557629,129,u33
0.0002886,130,u33
0.000426307,131,u33
0.007635919,132,u33
0.007447992,133,u33
0.007718731,134,u33
0,135,u33
0.000789889,136,u33
0,137,u33
0.024514811,138,u33
1.644518272,88,u13
0.004649397,89,u13
0.00012818,90,u13
0.006847431,93,u13
0.144281217,97,u13
0.009176225,99,u13
0.919642857,100,u13
0.983333333,101,u13
0.321472393,102,u13
0.02312102,105,u13
0,106,u13
0.04242131,107,u13
0.07441328,108,u13
0.016163474,109,u13
0.02951573,110,u13
0.000302078,111,u13
0.007311702,112,u13
0.007763381,113,u13
0.000155406,115,u13
0.005884874,116,u13
0.014688418,117,u13
0.014949423,118,u13
0.011195522,119,u13
0,120,u13
0.044800365,121,u13
0,122,u13
0.030748754,124,u13
0.008685537,125,u13
0,126,u13
0.345070423,130,u13
0.237219813,132,u13
0.046557377,133,u13
0.000408263,134,u13
0.315205913,135,u13
0.014242965,136,u13
0.069650019,137,u13
0.005562788,138,u13
0.031305066,140,u13
0.005504439,141,u13
0.023514568,142,u13
0.01002478,143,u13
0.016856242,144,u13
0.020204509,145,u13
0.000322529,147,u13
0,148,u13
0.016116312,149,u13
0.021425275,87,u31
0.129084967,88,u31
0.001957965,89,u31
0.022664577,90,u31
0.086988848,91,u31
0.016162955,92,u31
0.022727273,93,u31
0.004604317,94,u31
0.487128713,95,u31
0,96,u31
0.026860452,98,u31
0.024939517,99,u31
0.018185588,100,u31
0.00075643,101,u31
0.002708559,102,u31
0,103,u31
0.032586471,104,u31
0.0129297,105,u31
0.005980051,106,u31
0.004384278,107,u31
0.056338028,108,u31
0.021373004,109,u31
8.41E-05,110,u31
0.007973086,111,u31
0.039467862,112,u31
0.04479903,113,u31
0.018326309,115,u31
0.048568683,118,u31
0.063121619,119,u31
0.041644484,120,u31
0.009360898,121,u31
0.079454631,122,u31
0.032833413,123,u31
0.000236496,124,u31
0.218729037,126,u31
0.036052399,127,u31
0.988461538,128,u31
0.001060905,129,u31
0.048855216,130,u31
0.105288671,131,u31
0.082262025,132,u31
0.049685947,133,u31
0.030412391,134,u31
0.027863909,135,u31
0.015421191,138,u31
0.003532974,140,u31
0.028725142,142,u31
0.000797365,145,u31
0.025659551,147,u31
0.03300119,148,u31
0.046887863,149,u31
